165.0,57.0,29.0,77.0
163.0,58.0,29.0,77.0
161.0,59.0,29.0,77.0
159.0,60.0,29.0,76.0
157.0,60.0,29.0,76.0
155.0,61.0,29.0,76.0
153.0,62.0,29.0,75.0
151.0,63.0,29.0,75.0
149.0,64.0,29.0,75.0
147.0,67.0,28.0,74.0
144.0,69.0,28.0,74.0
144.0,70.0,28.0,74.0
142.0,74.0,28.0,74.0
144.0,72.0,28.0,74.0
151.0,72.0,28.0,74.0
159.0,72.0,28.0,74.0
163.0,70.0,27.0,72.0
167.0,69.0,27.0,71.0
172.0,68.0,26.0,70.0
176.0,67.0,26.0,69.0
180.0,66.0,26.0,68.0
185.0,65.0,25.0,67.0
189.0,64.0,25.0,66.0
194.0,63.0,25.0,65.0
192.0,64.0,25.0,64.0
199.0,64.0,25.0,64.0
199.0,64.0,25.0,64.0
199.0,64.0,25.0,64.0
196.0,65.0,25.0,64.0
186.0,69.0,25.0,64.0
180.0,71.0,26.0,64.0
174.0,73.0,25.0,63.0
166.0,77.0,25.0,63.0
160.0,79.0,25.0,62.0
155.0,84.0,24.0,62.0
151.0,85.0,24.0,61.0
148.0,86.0,24.0,61.0
148.0,84.0,23.0,61.0
149.0,83.0,23.0,61.0
149.0,81.0,23.0,62.0
150.0,80.0,23.0,62.0
150.0,79.0,23.0,62.0
151.0,77.0,23.0,63.0
151.0,76.0,23.0,63.0
152.0,75.0,23.0,64.0
149.0,74.0,22.0,63.0
147.0,74.0,22.0,62.0
145.0,73.0,22.0,61.0
143.0,73.0,22.0,60.0
141.0,72.0,22.0,59.0
139.0,72.0,22.0,58.0
137.0,71.0,22.0,57.0
135.0,71.0,22.0,57.0
130.0,71.0,21.0,56.0
127.0,73.0,21.0,56.0
130.0,72.0,21.0,55.0
130.0,74.0,20.0,55.0
131.0,73.0,20.0,54.0
133.0,74.0,20.0,54.0
132.0,73.0,20.0,54.0
131.0,72.0,20.0,54.0
131.0,71.0,20.0,54.0
130.0,71.0,20.0,55.0
130.0,70.0,20.0,55.0
129.0,69.0,20.0,55.0
129.0,69.0,20.0,56.0
127.0,71.0,20.0,55.0
125.0,73.0,20.0,55.0
123.0,75.0,20.0,54.0
120.0,80.0,20.0,54.0
116.0,82.0,20.0,54.0
112.0,83.0,20.0,53.0
112.0,86.0,20.0,53.0
116.0,87.0,20.0,53.0
119.0,87.0,19.0,53.0
123.0,87.0,19.0,53.0
127.0,87.0,19.0,54.0
130.0,87.0,18.0,54.0
134.0,87.0,18.0,54.0
138.0,88.0,18.0,55.0
138.0,88.0,17.0,54.0
139.0,88.0,17.0,53.0
140.0,88.0,17.0,53.0
141.0,88.0,17.0,52.0
142.0,88.0,17.0,52.0
142.0,88.0,16.0,51.0
143.0,88.0,16.0,50.0
144.0,88.0,16.0,50.0
145.0,88.0,16.0,49.0
145.0,88.0,16.0,49.0
142.0,88.0,16.0,48.0
140.0,88.0,16.0,47.0
139.0,89.0,16.0,46.0
138.0,89.0,16.0,45.0
141.0,89.0,16.0,44.0
142.0,87.0,16.0,44.0
143.0,88.0,16.0,43.0
142.0,88.0,16.0,42.0
141.0,87.0,16.0,41.0
140.0,88.0,16.0,40.0
139.0,88.0,17.0,40.0
138.0,89.0,16.0,39.0
139.0,87.0,16.0,39.0
137.0,86.0,16.0,38.0
135.0,87.0,16.0,38.0
133.0,87.0,16.0,38.0
134.0,87.0,16.0,37.0
131.0,87.0,16.0,37.0
130.0,89.0,15.0,36.0
130.0,89.0,15.0,36.0
135.0,90.0,15.0,36.0
141.0,89.0,15.0,35.0
145.0,90.0,15.0,35.0
148.0,89.0,15.0,34.0
149.0,89.0,15.0,34.0
150.0,90.0,15.0,34.0
152.0,89.0,15.0,34.0
154.0,89.0,15.0,34.0
157.0,89.0,15.0,34.0
159.0,88.0,15.0,34.0
161.0,88.0,15.0,34.0
164.0,88.0,15.0,35.0
164.0,88.0,15.0,35.0
164.0,88.0,15.0,35.0
164.0,88.0,15.0,35.0
164.0,88.0,15.0,35.0
164.0,88.0,15.0,35.0
164.0,88.0,15.0,35.0
164.0,88.0,15.0,36.0
165.0,87.0,14.0,35.0
167.0,87.0,14.0,35.0
169.0,87.0,14.0,35.0
171.0,87.0,14.0,35.0
173.0,87.0,14.0,35.0
175.0,87.0,14.0,35.0
177.0,87.0,14.0,35.0
179.0,87.0,14.0,35.0
179.0,87.0,13.0,34.0
179.0,88.0,13.0,34.0
179.0,89.0,13.0,33.0
179.0,90.0,13.0,33.0
179.0,91.0,13.0,32.0
181.0,92.0,13.0,32.0
180.0,93.0,13.0,32.0
180.0,94.0,13.0,32.0
180.0,97.0,13.0,32.0
181.0,97.0,13.0,32.0
179.0,97.0,13.0,32.0
177.0,97.0,13.0,32.0
176.0,98.0,13.0,32.0
176.0,98.0,13.0,32.0
174.0,99.0,13.0,32.0
173.0,99.0,13.0,32.0
173.0,100.0,13.0,32.0
172.0,101.0,13.0,32.0
173.0,100.0,13.0,32.0
173.0,100.0,13.0,32.0
174.0,99.0,13.0,32.0
176.0,99.0,13.0,33.0
